C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_07_684.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_07_684.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_07_684.jpg, -0.01145165, 1, 0, 5.811406
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_07_789.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_07_789.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_07_789.jpg, 0, 1, 0, 7.186
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_07_891.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_07_891.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_07_891.jpg, 0, 1, 0, 8.319825
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_07_994.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_07_994.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_07_994.jpg, 0, 1, 0, 9.44263
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_08_095.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_08_095.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_08_095.jpg, 0, 1, 0, 10.55443
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_08_196.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_08_196.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_08_196.jpg, -0.3005511, 1, 0, 11.70647
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_08_302.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_08_302.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_08_302.jpg, -0.5892531, 1, 0, 12.33003
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_08_410.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_08_410.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_08_410.jpg, -0.300216, 1, 0, 13.71964
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_08_512.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_08_512.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_08_512.jpg, 0, 1, 0, 14.93928
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_08_615.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_08_615.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_08_615.jpg, 0, 1, 0, 15.94634
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_08_720.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_08_720.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_08_720.jpg, 0, 1, 0, 17.0507
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_08_825.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_08_825.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_08_825.jpg, 0, 1, 0, 18.07077
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_08_951.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_08_951.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_08_951.jpg, 0, 1, 0, 19.51636
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_09_156.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_09_156.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_09_156.jpg, 0, 1, 0, 21.53599
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_09_265.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_09_265.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_09_265.jpg, 0, 1, 0, 22.53033
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_09_364.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_09_364.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_09_364.jpg, 0, 1, 0, 23.51239
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_09_464.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_09_464.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_09_464.jpg, 0, 1, 0, 24.48402
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_09_565.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_09_565.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_09_565.jpg, 0, 1, 0, 25.44608
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_09_674.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_09_674.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_09_674.jpg, -0.310281, 1, 0, 26.46874
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_09_769.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_09_769.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_09_769.jpg, -0.6105849, 1, 0, 27.19334
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_09_870.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_09_870.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_09_870.jpg, -0.3090225, 1, 0, 28.12067
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_09_976.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_09_976.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_09_976.jpg, -0.01787337, 1, 0, 29.02557
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_10_081.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_10_081.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_10_081.jpg, 0, 0.7104208, 0, 29.67452
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_10_189.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_10_189.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_10_189.jpg, 0.0236322, 0.3638047, 0, 29.96679
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_10_292.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_10_292.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_10_292.jpg, 0.3350472, 0.05238971, 0, 29.74296
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_10_394.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_10_394.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_10_394.jpg, 0.6400083, 0, 0, 29.15018
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_10_498.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_10_498.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_10_498.jpg, 0.3541923, 0, 0, 28.82864
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_10_600.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_10_600.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_10_600.jpg, 0.04877344, 0, 0, 28.52466
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_10_702.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_10_702.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_10_702.jpg, 0, 0, 0, 28.2297
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_10_812.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_10_812.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_10_812.jpg, 0, 0, 0, 27.88865
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_10_916.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_10_916.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_10_916.jpg, 0, 0, 0, 27.60856
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_11_019.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_11_019.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_11_019.jpg, -0.2795727, 0, 0, 27.2352
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_11_122.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_11_122.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_11_122.jpg, -0.529188, 0, 0, 26.71504
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_11_224.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_11_224.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_11_224.jpg, -0.2228721, 0, 0, 26.45302
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_11_328.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_11_328.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_11_328.jpg, 0, 0, 0, 26.10459
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_11_436.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_11_436.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_11_436.jpg, 0, 0, 0, 25.83881
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_11_542.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_11_542.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_11_542.jpg, 0, 0, 0, 25.57628
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_11_649.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_11_649.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_11_649.jpg, 0.3204723, 0, 0, 25.19339
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_11_750.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_11_750.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_11_750.jpg, 0.01841791, 0, 0, 24.93696
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_11_855.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_11_855.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_11_855.jpg, 0, 0, 0, 24.68118
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_11_957.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_11_957.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_11_957.jpg, 0, 0, 0, 24.43068
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_12_067.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_12_067.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_12_067.jpg, 0.328023, 0, 0, 24.04942
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_12_175.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_12_175.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_12_175.jpg, 0.003912587, 0, 0, 23.80813
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_12_277.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_12_277.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_12_277.jpg, 0, 0, 0, 23.56355
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_12_378.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_12_378.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_12_378.jpg, 0, 0, 0, 23.32658
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_12_486.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_12_486.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_12_486.jpg, 0, 0, 0, 23.09242
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_12_647.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_12_647.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_12_647.jpg, 0, 0, 0, 22.72312
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_12_749.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_12_749.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_12_749.jpg, 0, 0, 0, 22.45007
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_12_857.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_12_857.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_12_857.jpg, 0, 0.2979879, 0, 22.45111
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_12_961.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_12_961.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_12_961.jpg, 0, 0.6072243, 0, 22.89037
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_13_068.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_13_068.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_13_068.jpg, 0, 0.9569496, 0, 23.8884
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_13_184.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_13_184.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_13_184.jpg, 0, 1, 0, 24.85121
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_13_291.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_13_291.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_13_291.jpg, 0, 0.6863218, 0, 25.59063
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_13_390.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_13_390.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_13_390.jpg, 0, 0.3820753, 0, 25.93399
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_13_491.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_13_491.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_13_491.jpg, 0, 0.07905758, 0, 25.88262
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_13_597.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_13_597.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_13_597.jpg, 0, 0, 0, 25.63166
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_13_697.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_13_697.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_13_697.jpg, 0, 0, 0, 25.37424
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_13_802.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_13_802.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_13_802.jpg, 0, 0, 0, 25.12024
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_13_913.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_13_913.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_13_913.jpg, 0, 0, 0, 24.81895
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_14_016.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_14_016.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_14_016.jpg, 0, 0, 0, 24.5707
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_14_122.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_14_122.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_14_122.jpg, 0, 0.2904291, 0, 24.56646
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_14_231.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_14_231.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_14_231.jpg, 0, 0.646929, 0, 25.07711
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_14_336.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_14_336.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_14_336.jpg, 0, 0.3329253, 0, 25.34882
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_14_440.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_14_440.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_14_440.jpg, 0, 0.04873797, 0, 25.22304
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_14_545.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_14_545.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_14_545.jpg, 0, 0, 0, 24.97413
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_14_654.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_14_654.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_14_654.jpg, 0, 0, 0, 24.67484
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_14_758.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_14_758.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_14_758.jpg, 0, 0, 0, 24.42757
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_14_859.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_14_859.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_14_859.jpg, -0.270291, 0, 0, 24.11627
C:\Users\VipinBihari\Desktop\IMG\center_2020_06_04_19_56_14_969.jpg, C:\Users\VipinBihari\Desktop\IMG\left_2020_06_04_19_56_14_969.jpg, C:\Users\VipinBihari\Desktop\IMG\right_2020_06_04_19_56_14_969.jpg, 0, 0, 0, 23.82369
